play_id,committing,disadvantaged,decision,committing_position,disadvantaged_position
36364,Jonathan Isaac,Tyler Dorsey,CC,F,G
36365,Jonathan Isaac,Jonas Valanciunas,CNC,F,C
36366,Michael Carter-Williams,Tyler Dorsey,CNC,G,G
36367,Jonas Valanciunas,Nikola Vucevic,CNC,C,C
36368,Delon Wright,Evan Fournier,CNC,G,G-F
36369,Delon Wright,Evan Fournier,CC,G,G-F
36370,Nikola Vucevic,Jonas Valanciunas,CNC,C,C
36371,Evan Fournier,Justin Holiday,CNC,G-F,F-G
36372,Michael Carter-Williams,Delon Wright,CNC,G,G
36373,Taurean Prince,Joel Embiid,CNC,F,C-F
36375,Jimmy Butler,Kevin Huerter,CNC,F,G-F
36376,JJ Redick,Kevin Huerter,CNC,G,G-F
36377,Dewayne Dedmon,Joel Embiid,CNC,C,C-F
36378,Ben Simmons,Trae Young,INC,G-F,G
36379,Trae Young,Jimmy Butler,CC,G,F
36380,John Collins,JJ Redick,CNC,F-C,G
36381,Trae Young,JJ Redick,CNC,G,G
36382,Dewayne Dedmon,Jimmy Butler,CNC,C,F
36383,Trae Young,Jimmy Butler,CNC,G,F
36385,Dewayne Dedmon,Jimmy Butler,CC,C,F
36386,James Ennis,Kevin Huerter,CNC,F,G-F
36387,Dewayne Dedmon,James Ennis,CNC,C,F
36389,Tobias Harris,Taurean Prince,CNC,F,F
36391,James Ennis,Kevin Huerter,CNC,F,G-F
36392,Kevin Huerter,James Ennis,CNC,G-F,F
36394,Joel Embiid,John Collins,CNC,C-F,F-C
36395,Jimmy Butler,Trae Young,CNC,F,G
36396,Alex Len,Boban Marjanovic,CNC,C,C
36397,John Collins,Boban Marjanovic,CNC,F-C,C
36398,Kemba Walker,Kyrie Irving,CNC,G,G
36399,Miles Bridges,Terry Rozier,CNC,F,G
36400,Kemba Walker,Kyrie Irving,CNC,G,G
36401,Jayson Tatum,Miles Bridges,CNC,F-G,F
36402,Kyrie Irving,Kemba Walker,CNC,G,G
36403,Jayson Tatum,Kemba Walker,CNC,F-G,G
36404,Marvin Williams,Marcus Morris,CNC,F,F
36405,Marvin Williams,Kyrie Irving,CNC,F,G
36406,Terry Rozier,Kemba Walker,CNC,G,G
36407,Kyrie Irving,Kemba Walker,CC,G,G
36408,Jayson Tatum,Kemba Walker,INC,F-G,G
36409,Miles Bridges,Kyrie Irving,CNC,F,G
36410,Kyrie Irving,Marvin Williams,CC,G,F
36411,Marvin Williams,Kyrie Irving,CNC,F,G
36413,Miles Bridges,Jayson Tatum,CNC,F,F-G
36414,Jayson Tatum,Kemba Walker,CNC,F-G,G
36415,Miles Bridges,Terry Rozier,CC,F,G
36416,Devonte' Graham,Terry Rozier,CNC,G,G
36417,Kyrie Irving,Marvin Williams,CC,G,F
36418,Marvin Williams,Kyrie Irving,CNC,F,G
36419,Jaylen Brown,Kemba Walker,CNC,G-F,G
36420,Marcus Morris,Kemba Walker,CC,F,G
36421,Blake Griffin,Jusuf Nurkic,CNC,F,C
36422,Damian Lillard,Blake Griffin,INC,G,F
36423,Jusuf Nurkic,Andre Drummond,CNC,C,C
36424,Luke Kennard,Damian Lillard,CC,G,G
36425,Luke Kennard,Al-Farouq Aminu,CNC,G,F
36426,Jusuf Nurkic,Langston Galloway,CNC,C,G
36427,Andre Drummond,Al-Farouq Aminu,CNC,C,F
36428,Blake Griffin,Jusuf Nurkic,INC,F,C
36430,Langston Galloway,Damian Lillard,CNC,G,G
36431,Langston Galloway,Damian Lillard,CNC,G,G
36432,Andre Drummond,Al-Farouq Aminu,CNC,C,F
36433,Damian Lillard,Luke Kennard,CNC,G,G
36434,Andre Drummond,Seth Curry,INC,C,G
36435,Bradley Beal,Kelly Olynyk,CNC,G,F-C
36436,Bam Adebayo,Bobby Portis,CNC,C-F,F
36437,Tomas Satoransky,Goran Dragic,CNC,G,G
36438,Goran Dragic,Troy Brown Jr.,CNC,G,G-F
36439,Thomas Bryant,Josh Richardson,CNC,C-F,G
36440,Bam Adebayo,Tomas Satoransky,CC,C-F,G
36441,Thomas Bryant,Josh Richardson,CNC,C-F,G
36442,Thomas Bryant,Josh Richardson,CNC,C-F,G
36443,Bam Adebayo,Troy Brown Jr.,CNC,C-F,G-F
36444,Kelly Olynyk,Tomas Satoransky,CNC,F-C,G
36445,Kelly Olynyk,Troy Brown Jr.,CNC,F-C,G-F
36446,Bam Adebayo,Thomas Bryant,CNC,C-F,C-F
36447,Troy Brown Jr.,Josh Richardson,CNC,G-F,G
36448,Bam Adebayo,Bobby Portis,CNC,C-F,F
36449,Thomas Bryant,Bam Adebayo,CNC,C-F,C-F
36450,Kelly Olynyk,Thomas Bryant,CNC,F-C,C-F
36451,Bobby Portis,Kelly Olynyk,CNC,F,F-C
36452,Bobby Portis,Dwyane Wade,CNC,F,G
36453,Thomas Bryant,Dwyane Wade,CNC,C-F,G
36454,Troy Brown Jr.,Kelly Olynyk,CNC,G-F,F-C
36455,Kelly Olynyk,Troy Brown Jr.,CNC,F-C,G-F
36456,Tomas Satoransky,Josh Richardson,CC,G,G
36457,Bobby Portis,Josh Richardson,CNC,F,G
36458,Bradley Beal,Bam Adebayo,CNC,G,C-F
36459,Bam Adebayo,Bradley Beal,CNC,C-F,G
36460,Troy Brown Jr.,Goran Dragic,CNC,G-F,G
36461,Bobby Portis,Derrick Jones Jr.,CNC,F,F
36462,Thomas Bryant,Bam Adebayo,CC,C-F,C-F
36463,Bogdan Bogdanovic,Alex Caruso,CNC,G,G
36465,Marvin Bagley III,LeBron James,CNC,F,F
36466,JaVale McGee,De'Aaron Fox,CC,C-F,G
36467,Rajon Rondo,Bogdan Bogdanovic,CNC,G,G
36468,Bogdan Bogdanovic,Kyle Kuzma,CNC,G,F
36469,Kyle Kuzma,Marvin Bagley III,CNC,F,F
36470,Harrison Barnes,LeBron James,CNC,F,F
36471,Harrison Barnes,LeBron James,CNC,F,F
36473,LeBron James,De'Aaron Fox,CNC,F,G
36474,Bogdan Bogdanovic,Kyle Kuzma,CNC,G,F
36475,Harrison Barnes,LeBron James,CC,F,F
36476,Marvin Bagley III,Alex Caruso,CNC,F,G
36478,Harrison Barnes,Rajon Rondo,CNC,F,G
36479,Buddy Hield,LeBron James,CC,G,F
36481,JaVale McGee,Marvin Bagley III,INC,C-F,F
36482,Kyle Kuzma,Buddy Hield,CNC,F,G
36483,Harrison Barnes,LeBron James,CC,F,F
36485,Buddy Hield,Kyle Kuzma,CC,G,F
36486,Kyle Kuzma,Buddy Hield,CNC,F,G
36487,Pascal Siakam,Frank Kaminsky,CNC,F,F-C
36488,Pascal Siakam,Kemba Walker,CNC,F,G
36489,Danny Green,Kemba Walker,CNC,G,G
36490,Danny Green,Kemba Walker,CNC,G,G
36491,Devonte' Graham,Kawhi Leonard,CC,G,F
36492,Kyle Lowry,Jeremy Lamb,CNC,G,G-F
36493,Kemba Walker,Kawhi Leonard,CNC,G,F
36495,Kawhi Leonard,Kemba Walker,CNC,F,G
36496,Kawhi Leonard,Kemba Walker,CNC,F,G
36497,Kemba Walker,Kawhi Leonard,CNC,G,F
36498,Fred VanVleet,Miles Bridges,CC,G,F
36499,Pascal Siakam,Jeremy Lamb,CNC,F,G-F
36501,Jarrett Allen,Seth Curry,CNC,C,G
36502,Jusuf Nurkic,Joe Harris,CNC,C,G-F
36503,Jusuf Nurkic,Jarrett Allen,CNC,C,C
36504,Jarrett Allen,Jusuf Nurkic,CNC,C,C
36505,Seth Curry,Joe Harris,CNC,G,G-F
36506,Seth Curry,D'Angelo Russell,CNC,G,G
36507,Jarrett Allen,Damian Lillard,CC,C,G
36508,Jarrett Allen,Maurice Harkless,CNC,C,F-G
36509,Jusuf Nurkic,Spencer Dinwiddie,CNC,C,G
36510,Maurice Harkless,Jarrett Allen,CNC,F-G,C
36511,Maurice Harkless,Jarrett Allen,CC,F-G,C
36512,Maurice Harkless,D'Angelo Russell,CNC,F-G,G
36513,Jusuf Nurkic,Jared Dudley,CNC,C,F
36514,Damian Lillard,Joe Harris,CNC,G,G-F
36515,Jusuf Nurkic,Joe Harris,CNC,C,G-F
36516,Jusuf Nurkic,Joe Harris,CNC,C,G-F
36517,Jared Dudley,Jusuf Nurkic,CNC,F,C
36518,Maurice Harkless,Jarrett Allen,CNC,F-G,C
36519,Seth Curry,D'Angelo Russell,CC,G,G
36520,Spencer Dinwiddie,Damian Lillard,CNC,G,G
36521,Spencer Dinwiddie,Damian Lillard,CNC,G,G
36522,Seth Curry,Joe Harris,CNC,G,G-F
36523,Seth Curry,D'Angelo Russell,CNC,G,G
36524,D'Angelo Russell,Seth Curry,CNC,G,G
36525,Spencer Dinwiddie,Seth Curry,CC,G,G
36527,Joe Harris,Maurice Harkless,CNC,G-F,F-G
36528,Seth Curry,D'Angelo Russell,CNC,G,G
36529,Jusuf Nurkic,D'Angelo Russell,CNC,C,G
36530,Jared Dudley,Rodney Hood,CNC,F,G-F
36531,Rodney Hood,Spencer Dinwiddie,CNC,G-F,G
36532,Jusuf Nurkic,Spencer Dinwiddie,CNC,C,G
36533,Jusuf Nurkic,Spencer Dinwiddie,CNC,C,G
36534,Jared Dudley,Jusuf Nurkic,CNC,F,C
36535,Jusuf Nurkic,Jared Dudley,CNC,C,F
36537,Joe Harris,Seth Curry,CC,G-F,G
36539,Jusuf Nurkic,D'Angelo Russell,CNC,C,G
36540,Jusuf Nurkic,Spencer Dinwiddie,CNC,C,G
36541,Spencer Dinwiddie,Damian Lillard,CNC,G,G
36542,DeMarre Carroll,Jusuf Nurkic,CC,F,C
36544,Rodney Hood,Spencer Dinwiddie,CNC,G-F,G
36545,Seth Curry,Joe Harris,CNC,G,G-F
36546,Spencer Dinwiddie,Damian Lillard,CNC,G,G
36547,DeMarre Carroll,Seth Curry,CNC,F,G
36548,D'Angelo Russell,Maurice Harkless,CC,G,F-G
36549,Maurice Harkless,Spencer Dinwiddie,INC,F-G,G
36550,Maurice Harkless,Spencer Dinwiddie,CNC,F-G,G
36551,Jared Dudley,Rodney Hood,CNC,F,G-F
36552,Seth Curry,Jared Dudley,CNC,G,F
36553,Seth Curry,Jared Dudley,CNC,G,F
36554,DeMarre Carroll,Seth Curry,CC,F,G
36555,Seth Curry,DeMarre Carroll,CNC,G,F
36556,DeMarre Carroll,Seth Curry,CNC,F,G
36557,Spencer Dinwiddie,Maurice Harkless,CNC,G,F-G
36558,Damian Lillard,Joe Harris,CNC,G,G-F
36559,Seth Curry,DeMarre Carroll,CNC,G,F
36560,Spencer Dinwiddie,Rodney Hood,CC,G,G-F
36561,Seth Curry,Spencer Dinwiddie,CNC,G,G
36562,Seth Curry,Spencer Dinwiddie,CNC,G,G
36563,Maurice Harkless,D'Angelo Russell,CNC,F-G,G
36564,Spencer Dinwiddie,Al-Farouq Aminu,CC,G,F
36565,Damian Lillard,D'Angelo Russell,CNC,G,G
36566,Al-Farouq Aminu,Joe Harris,CC,F,G-F
36567,Jared Dudley,Rodney Hood,CNC,F,G-F
36568,Caris LeVert,Damian Lillard,CC,G,G
36569,Rodney Hood,Joe Harris,CNC,G-F,G-F
36570,Frank Kaminsky,LaMarcus Aldridge,CNC,F-C,C-F
36571,Marvin Williams,Rudy Gay,CNC,F,F-G
36572,Frank Kaminsky,LaMarcus Aldridge,CC,F-C,C-F
36573,Miles Bridges,Rudy Gay,CNC,F,F-G
36574,LaMarcus Aldridge,Miles Bridges,CNC,C-F,F
36575,Bryn Forbes,Dwayne Bacon,CNC,G,G-F
36576,Derrick White,Kemba Walker,CNC,G,G
36577,Derrick White,Kemba Walker,CNC,G,G
36578,LaMarcus Aldridge,Dwayne Bacon,CNC,C-F,G-F
36579,Frank Kaminsky,DeMar DeRozan,CNC,F-C,G-F
36581,DeMar DeRozan,Kemba Walker,CNC,G-F,G
36582,Miles Bridges,DeMar DeRozan,CNC,F,G-F
36583,Marvin Williams,LaMarcus Aldridge,CNC,F,C-F
36584,Dwight Powell,Harrison Barnes,CNC,F-C,F
36585,Willie Cauley-Stein,Jalen Brunson,CNC,C,G
36586,Maxi Kleber,Harrison Barnes,CNC,F,F
36587,Dwight Powell,Harrison Barnes,INC,F-C,F
36588,Willie Cauley-Stein,Jalen Brunson,CNC,C,G
36589,Jalen Brunson,De'Aaron Fox,IC,G,G
36590,Dwight Powell,Harrison Barnes,CNC,F-C,F
36591,Willie Cauley-Stein,Luka Doncic,CNC,C,F-G
36592,Harrison Barnes,Dwight Powell,CNC,F,F-C
36593,Bogdan Bogdanovic,Jalen Brunson,CNC,G,G
36595,Bogdan Bogdanovic,Maxi Kleber,CNC,G,F
36596,Buddy Hield,Dwight Powell,CC,G,F-C
36597,Maxi Kleber,Bogdan Bogdanovic,CNC,F,G
36598,Luka Doncic,De'Aaron Fox,CNC,F-G,G
36599,Luka Doncic,De'Aaron Fox,CNC,F-G,G
36601,Harrison Barnes,Luka Doncic,CNC,F,F-G
36602,Maxi Kleber,De'Aaron Fox,CC,F,G
36603,Dwight Powell,Harrison Barnes,CNC,F-C,F
36604,De'Aaron Fox,Dwight Powell,CC,G,F-C
36605,Ryan Broekhoff,Buddy Hield,CC,G-F,G
36606,Harrison Barnes,Luka Doncic,CNC,F,F-G
36608,Blake Griffin,Will Barton,CNC,F,G
36609,Paul Millsap,Reggie Jackson,CNC,F,G
36611,Wayne Ellington,Jamal Murray,CNC,G,G
36612,Blake Griffin,Jamal Murray,CNC,F,G
36613,Jamal Murray,Blake Griffin,CC,G,F
36614,Blake Griffin,Gary Harris,CNC,F,G
36615,Gary Harris,Andre Drummond,CNC,G,C
36616,Nikola Jokic,Wayne Ellington,CNC,C,G
36617,Will Barton,Blake Griffin,CNC,G,F
36618,Nikola Jokic,Andre Drummond,INC,C,C
36619,Nikola Jokic,Wayne Ellington,CNC,C,G
36620,Nikola Jokic,Andre Drummond,CNC,C,C
36622,Andre Drummond,Paul Millsap,CNC,C,F
36623,Jamal Murray,Wayne Ellington,CNC,G,G
36624,Andre Drummond,Jamal Murray,CC,C,G
36625,Blake Griffin,Gary Harris,INC,F,G
36626,Josh Richardson,Aaron Gordon,CNC,G,F
36627,Aaron Gordon,Dwyane Wade,CNC,F,G
36628,Nikola Vucevic,Dion Waiters,CNC,C,G
36629,Bam Adebayo,Nikola Vucevic,CNC,C-F,C
36630,Bam Adebayo,Aaron Gordon,INC,C-F,F
36631,D.J. Augustin,Goran Dragic,CNC,G,G
36632,Aaron Gordon,Dwyane Wade,CNC,F,G
36633,Bam Adebayo,Nikola Vucevic,CNC,C-F,C
36635,Nikola Vucevic,Goran Dragic,CNC,C,G
36636,Dwyane Wade,Aaron Gordon,CNC,G,F
36637,Josh Richardson,Terrence Ross,CNC,G,G-F
36638,Josh Richardson,Terrence Ross,CC,G,G-F
36639,D.J. Augustin,Goran Dragic,CNC,G,G
36640,Kelly Olynyk,Evan Fournier,CNC,F-C,G-F
36641,Dion Waiters,D.J. Augustin,CC,G,G
36642,Evan Fournier,Dion Waiters,CNC,G-F,G
36643,Kelly Olynyk,Aaron Gordon,CC,F-C,F
36644,Josh Richardson,Michael Carter-Williams,CNC,G,G
36645,Kelly Olynyk,D.J. Augustin,CNC,F-C,G
36647,Dion Waiters,D.J. Augustin,CC,G,G
36648,Evan Fournier,Dion Waiters,CNC,G-F,G
36649,Goran Dragic,D.J. Augustin,CC,G,G
36650,Michael Carter-Williams,Dion Waiters,CNC,G,G
36651,Jonathan Isaac,Kelly Olynyk,CNC,F,F-C
36652,Goran Dragic,Michael Carter-Williams,CC,G,G
36653,Thomas Bryant,Devin Booker,CNC,C-F,G
36654,Mikal Bridges,Bradley Beal,INC,F,G
36655,Mikal Bridges,Bradley Beal,CNC,F,G
36656,Bradley Beal,Devin Booker,CNC,G,G
36657,Devin Booker,Bradley Beal,CNC,G,G
36658,Bradley Beal,Devin Booker,CNC,G,G
36659,Jabari Parker,Mikal Bridges,CNC,F,F
36660,Bradley Beal,Mikal Bridges,CNC,G,F
36661,Devin Booker,Tomas Satoransky,INC,G,G
36662,Thomas Bryant,Jamal Crawford,CNC,C-F,G
36663,Richaun Holmes,Thomas Bryant,CC,F,C-F
36664,Tomas Satoransky,Deandre Ayton,CNC,G,C
36665,Jeff Green,Troy Daniels,CNC,F,G
36666,Luka Doncic,Dwyane Wade,CNC,F-G,G
36668,Jalen Brunson,Dion Waiters,CNC,G,G
36670,Dwight Powell,James Johnson,CNC,F-C,F
36671,Dwyane Wade,Dwight Powell,INC,G,F-C
36672,Dwyane Wade,Dirk Nowitzki,CNC,G,F
36673,Dwyane Wade,Dirk Nowitzki,CNC,G,F
36674,Goran Dragic,Jalen Brunson,CNC,G,G
36675,Dwight Powell,James Johnson,CNC,F-C,F
36677,Dwight Powell,Derrick Jones Jr.,CNC,F-C,F
36678,James Johnson,Luka Doncic,CNC,F,F-G
36679,Bam Adebayo,Dwight Powell,INC,C-F,F-C
36680,Luka Doncic,Bam Adebayo,CC,F-G,C-F
36681,Dion Waiters,Dwight Powell,CC,G,F-C
36682,Luka Doncic,Dwyane Wade,CC,F-G,G
36683,Dwyane Wade,Ryan Broekhoff,CNC,G,G-F
36684,Ryan Broekhoff,Dwyane Wade,CNC,G-F,G
36685,Derrick Jones Jr.,Luka Doncic,CNC,F,F-G
36686,Buddy Hield,Ian Clark,CNC,G,G
36687,Marvin Bagley III,Christian Wood,CNC,F,F
36688,Elfrid Payton,De'Aaron Fox,CNC,G,G
36689,Buddy Hield,Ian Clark,CNC,G,G
36690,Willie Cauley-Stein,Elfrid Payton,CNC,C,G
36691,Christian Wood,Marvin Bagley III,CNC,F,F
36692,Julius Randle,Buddy Hield,CNC,F-C,G
36693,De'Aaron Fox,Elfrid Payton,CNC,G,G
36694,Marvin Bagley III,Elfrid Payton,CNC,F,G
36695,Ian Clark,Buddy Hield,CNC,G,G
36696,Kenrich Williams,Harrison Barnes,CNC,G-F,F
36697,Kenrich Williams,Harrison Barnes,CNC,G-F,F
36698,Buddy Hield,Julius Randle,CNC,G,F-C
36699,De'Aaron Fox,Julius Randle,CNC,G,F-C
36700,Elfrid Payton,De'Aaron Fox,CNC,G,G
36702,De'Aaron Fox,Christian Wood,CC,G,F
36703,LaMarcus Aldridge,Cedi Osman,IC,C-F,F
36704,DeMar DeRozan,Kevin Love,CNC,G-F,F-C
36705,Larry Nance Jr.,Patty Mills,CNC,F-C,G
36706,DeMar DeRozan,Kevin Love,CNC,G-F,F-C
36707,Cedi Osman,DeMar DeRozan,CNC,F,G-F
36709,Larry Nance Jr.,Marco Belinelli,CNC,F-C,G
36710,Marco Belinelli,Kevin Love,CNC,G,F-C
36711,Kevin Love,Marco Belinelli,CNC,F-C,G
36713,LaMarcus Aldridge,Larry Nance Jr.,CNC,C-F,F-C
36714,Cedi Osman,DeMar DeRozan,CNC,F,G-F
36715,LaMarcus Aldridge,Kevin Love,CNC,C-F,F-C
36716,Larry Nance Jr.,Rudy Gay,CNC,F-C,F-G
36717,Kevin Love,LaMarcus Aldridge,INC,F-C,C-F
36718,Rudy Gay,Cedi Osman,IC,F-G,F
36719,Larry Nance Jr.,LaMarcus Aldridge,CNC,F-C,C-F
36720,Kevin Love,LaMarcus Aldridge,CNC,F-C,C-F
36721,LaMarcus Aldridge,Kevin Love,CNC,C-F,F-C
36722,Collin Sexton,Derrick White,INC,G,G
36723,Collin Sexton,Rudy Gay,CC,G,F-G
36724,Al Horford,Darren Collison,CNC,C-F,G
36725,Darren Collison,Kyrie Irving,CNC,G,G
36726,Thaddeus Young,Jaylen Brown,CNC,F,G-F
36727,Kyrie Irving,Bojan Bogdanovic,CNC,G,F
36728,Wesley Matthews,Marcus Smart,CNC,G,G
36729,Al Horford,Bojan Bogdanovic,CNC,C-F,F
36730,Al Horford,Wesley Matthews,CNC,C-F,G
36731,Wesley Matthews,Kyrie Irving,CNC,G,G
36732,Thaddeus Young,Aron Baynes,CNC,F,C-F
36734,Marcus Smart,Thaddeus Young,CNC,G,F
36735,Kyrie Irving,Thaddeus Young,CNC,G,F
36736,Cory Joseph,Marcus Smart,CNC,G,G
36737,Wesley Matthews,Kyrie Irving,CNC,G,G
36738,Thaddeus Young,Kyrie Irving,CNC,F,G
36739,Wesley Matthews,Kyrie Irving,CNC,G,G
36740,Thaddeus Young,Kyrie Irving,CNC,F,G
36741,Kyrie Irving,Darren Collison,CNC,G,G
36742,Kyrie Irving,Darren Collison,CNC,G,G
36743,Kyrie Irving,Darren Collison,CNC,G,G
36744,Wesley Matthews,Kyrie Irving,CNC,G,G
36745,Wesley Matthews,Kyrie Irving,CNC,G,G
36746,Draymond Green,Jerryd Bayless,CNC,F,G
36747,Karl-Anthony Towns,Klay Thompson,CNC,C-F,G
36748,Klay Thompson,Karl-Anthony Towns,CNC,G,C-F
36749,Kevin Durant,Jerryd Bayless,CNC,F,G
36750,Andrew Wiggins,Kevin Durant,CNC,F,F
36752,Klay Thompson,Karl-Anthony Towns,CNC,G,C-F
36754,Draymond Green,Karl-Anthony Towns,CNC,F,C-F
36755,Andrew Wiggins,Kevin Durant,CNC,F,F
36756,Draymond Green,Andrew Wiggins,CNC,F,F
36757,Andrew Wiggins,Draymond Green,CC,F,F
36758,Draymond Green,Karl-Anthony Towns,CNC,F,C-F
36759,Kevin Durant,Andrew Wiggins,CNC,F,F
36760,Anthony Tolliver,Andre Iguodala,CNC,F,G-F
36761,Draymond Green,Cameron Reynolds,CNC,F,G-F
36762,Karl-Anthony Towns,Kevin Durant,INC,C-F,F
36763,Draymond Green,Jerryd Bayless,CNC,F,G
36764,Kevin Durant,Karl-Anthony Towns,CC,F,C-F
36765,Kevin Durant,Karl-Anthony Towns,CNC,F,C-F
36766,Kevin Durant,Karl-Anthony Towns,INC,F,C-F
36767,Josh Okogie,Kevin Durant,CNC,G,F
36768,Andre Iguodala,Karl-Anthony Towns,CNC,G-F,C-F
36769,Andre Iguodala,Anthony Tolliver,CNC,G-F,F
36770,Anthony Tolliver,Andre Iguodala,CNC,F,G-F
36771,Karl-Anthony Towns,Kevin Durant,CNC,C-F,F
36772,Klay Thompson,Josh Okogie,INC,G,G
36773,Josh Okogie,Stephen Curry,CNC,G,G
36774,Stephen Curry,Jerryd Bayless,CC,G,G
36775,Klay Thompson,Josh Okogie,CC,G,G
36776,Keita Bates-Diop,Kevin Durant,CC,F,F
36777,Stephen Curry,Jerryd Bayless,CNC,G,G
36779,Bobby Portis,Rudy Gobert,CNC,F,C
36780,Ricky Rubio,Jordan McRae,CC,G,G
36781,Rudy Gobert,Jordan McRae,CC,C,G
36782,Bobby Portis,Joe Ingles,CNC,F,F-G
36783,Rudy Gobert,Bradley Beal,CNC,C,G
36784,Bradley Beal,Donovan Mitchell,CNC,G,G
36785,Bobby Portis,Joe Ingles,INC,F,F-G
36786,Bobby Portis,Joe Ingles,CC,F,F-G
36787,Jae Crowder,Bradley Beal,CNC,F,G
36788,Bradley Beal,Donovan Mitchell,CNC,G,G
36789,Rudy Gobert,Bobby Portis,CNC,C,F
36790,Joe Ingles,Bradley Beal,CNC,F-G,G
36791,Jabari Parker,Rudy Gobert,CC,F,C
36792,Ricky Rubio,Jordan McRae,CNC,G,G
36793,Jae Crowder,Bradley Beal,CNC,F,G
36794,Rudy Gobert,Bradley Beal,CNC,C,G
36795,Troy Brown Jr.,Ricky Rubio,CC,G-F,G
36796,Bobby Portis,Donovan Mitchell,CNC,F,G
36797,Jabari Parker,Donovan Mitchell,CC,F,G
36798,Thomas Bryant,Donovan Mitchell,CNC,C-F,G
36799,Rudy Gobert,Jordan McRae,CNC,C,G
36800,Justin Anderson,Sterling Brown,CNC,F-G,G-F
36801,Sterling Brown,Trae Young,CNC,G-F,G
36802,Justin Anderson,Pat Connaughton,CNC,F-G,G
36803,John Collins,Pat Connaughton,CNC,F-C,G
36806,Brook Lopez,Justin Anderson,CNC,C,F-G
36807,Alex Len,Sterling Brown,CNC,C,G-F
36808,Tim Frazier,Trae Young,CC,G,G
36809,Justin Anderson,Sterling Brown,CNC,F-G,G-F
36810,Brook Lopez,DeAndre' Bembry,CC,C,G-F
36811,John Collins,Sterling Brown,CNC,F-C,G-F
36812,DeAndre' Bembry,Sterling Brown,CNC,G-F,G-F
36813,DeAndre' Bembry,Sterling Brown,CNC,G-F,G-F
36814,Sterling Brown,John Collins,CNC,G-F,F-C
36815,D.J. Wilson,DeAndre' Bembry,CC,F,G-F
36816,D.J. Wilson,Trae Young,CNC,F,G
36817,Justin Anderson,Ersan Ilyasova,CNC,F-G,F
36819,John Collins,Ersan Ilyasova,INC,F-C,F
36820,Ersan Ilyasova,John Collins,CNC,F,F-C
36821,Alex Len,Tim Frazier,CNC,C,G
36822,Kevin Huerter,George Hill,CNC,G-F,G
36823,Ersan Ilyasova,Trae Young,CNC,F,G
36824,Tim Frazier,Alex Len,CNC,G,C
36825,Ersan Ilyasova,Justin Anderson,CNC,F,F-G
36826,Justin Anderson,Sterling Brown,CNC,F-G,G-F
36827,Pat Connaughton,Alex Len,CNC,G,C
36828,Alex Len,George Hill,CNC,C,G
36830,Tim Frazier,Trae Young,CNC,G,G
36831,Tim Frazier,DeAndre' Bembry,CNC,G,G-F
36832,DeAndre' Bembry,Sterling Brown,CNC,G-F,G-F
36833,DeAndre' Bembry,Sterling Brown,CNC,G-F,G-F
36834,Justin Anderson,Sterling Brown,CNC,F-G,G-F
36835,John Collins,Tim Frazier,CNC,F-C,G
36836,Brook Lopez,John Collins,CNC,C,F-C
36837,George Hill,Trae Young,CNC,G,G
36838,Paul Millsap,Thomas Bryant,CNC,F,C-F
36839,Gary Harris,Jabari Parker,CNC,G,F
36840,Tomas Satoransky,Will Barton,CC,G,G
36841,Gary Harris,Troy Brown Jr.,CNC,G,G-F
36842,Paul Millsap,Bradley Beal,CNC,F,G
36843,Paul Millsap,Jabari Parker,CNC,F,F
36844,Thomas Bryant,Will Barton,CNC,C-F,G
36845,Thomas Bryant,Gary Harris,CNC,C-F,G
36846,Gary Harris,Thomas Bryant,CNC,G,C-F
36847,Mason Plumlee,Bradley Beal,CNC,F-C,G
36848,Troy Brown Jr.,Will Barton,CNC,G-F,G
36849,Thomas Bryant,Paul Millsap,CC,C-F,F
36850,Mason Plumlee,Jabari Parker,CNC,F-C,F
36851,Troy Brown Jr.,Paul Millsap,INC,G-F,F
36852,Tomas Satoransky,Paul Millsap,CNC,G,F
36853,Mason Plumlee,Thomas Bryant,CNC,F-C,C-F
36855,Mason Plumlee,Thomas Bryant,CC,F-C,C-F
36857,Mason Plumlee,Bradley Beal,CNC,F-C,G
36858,Mason Plumlee,Thomas Bryant,CNC,F-C,C-F
36859,Paul Millsap,Troy Brown Jr.,CNC,F,G-F
36860,Mason Plumlee,Bradley Beal,CNC,F-C,G
36862,Tomas Satoransky,Gary Harris,CNC,G,G
36864,Paul Millsap,Tomas Satoransky,INC,F,G
36865,Thomas Bryant,Mason Plumlee,CNC,C-F,F-C
36866,Mason Plumlee,Jabari Parker,CC,F-C,F
36867,Mason Plumlee,Tomas Satoransky,CNC,F-C,G
36868,Tomas Satoransky,Gary Harris,CNC,G,G
36869,Monte Morris,Troy Brown Jr.,CNC,G,G-F
36870,Thomas Bryant,Mason Plumlee,CNC,C-F,F-C
36871,Dwight Powell,Paul George,CC,F-C,F
36872,Russell Westbrook,Jalen Brunson,CC,G,G
36873,Ryan Broekhoff,Steven Adams,INC,G-F,C
36875,Paul George,Trey Burke,CNC,F,G
36876,Dwight Powell,Russell Westbrook,CNC,F-C,G
36877,Jerami Grant,Dwight Powell,CNC,F,F-C
36878,Maxi Kleber,Paul George,CNC,F,F
36879,Ryan Broekhoff,Paul George,CNC,G-F,F
36880,Paul George,Jalen Brunson,CNC,F,G
36881,Trey Burke,Jerami Grant,CNC,G,F
36882,Maxi Kleber,Russell Westbrook,CNC,F,G
36883,Paul George,Maxi Kleber,CNC,F,F
