play_id,committing,disadvantaged,decision,committing_position,disadvantaged_position
10574,Montrezl Harrell,Al Horford,CNC,F-C,C-F
10575,Marcus Smart,James Harden,CNC,G,G
10576,Al Horford,Eric Gordon,CNC,C-F,G
10577,Eric Gordon,Avery Bradley,CNC,G,G
10579,Avery Bradley,James Harden,CNC,G,G
10580,James Harden,Marcus Smart,CC,G,G
10582,James Harden,Isaiah Thomas,CNC,G,G
10583,James Harden,Al Horford,INC,G,C-F
10585,Isaiah Thomas,Montrezl Harrell,INC,G,F-C
10587,Patrick Beverley,Al Horford,CNC,G,C-F
10588,James Harden,Marcus Smart,CNC,G,G
10589,Greg Monroe,Patty Mills,CNC,C,G
10590,Mirza Teletovic,LaMarcus Aldridge,CNC,F,C-F
10591,Jabari Parker,Patty Mills,CNC,F,G
10592,Tony Snell,Kawhi Leonard,CC,G,F
10593,LaMarcus Aldridge,Jabari Parker,CNC,C-F,F
10597,Giannis Antetokounmpo,Manu Ginobili,CNC,F,G
10599,JaMychal Green,Anthony Davis,CNC,F-C,F-C
10600,Anthony Davis,Troy Daniels,CNC,F-C,G
10601,Tim Frazier,Andrew Harrison,CNC,G,G
10602,Terrence Jones,JaMychal Green,CNC,F,F-C
10604,Tim Frazier,Andrew Harrison,CNC,G,G
10605,Terrence Jones,Andrew Harrison,CNC,F,G
10606,Tony Allen,Anthony Davis,CC,G-F,F-C
10607,JaMychal Green,Anthony Davis,CNC,F-C,F-C
10608,JaMychal Green,Terrence Jones,CNC,F-C,F
10609,Terrence Jones,Marc Gasol,CNC,F,C
10610,Marc Gasol,Anthony Davis,CNC,C,F-C
10611,Tim Frazier,Andrew Harrison,CNC,G,G
10612,Tim Frazier,Andrew Harrison,INC,G,G
10613,Solomon Hill,Troy Daniels,CNC,F,G
10614,Anthony Davis,Andrew Harrison,CNC,F-C,G
10615,JaMychal Green,Anthony Davis,CNC,F-C,F-C
10616,Solomon Hill,Troy Daniels,CNC,F,G
10617,Tim Frazier,Tony Allen,CC,G,G-F
10618,Anthony Davis,JaMychal Green,CNC,F-C,F-C
10619,JaMychal Green,Solomon Hill,CC,F-C,F
10620,Marc Gasol,Terrence Jones,CNC,C,F
10622,Marc Gasol,Terrence Jones,CNC,C,F
10623,Tim Frazier,Marc Gasol,CNC,G,C
10624,Tony Allen,Anthony Brown,CNC,G-F,F-G
10625,Anthony Davis,Andrew Harrison,CNC,F-C,G
10627,Anthony Davis,Marc Gasol,CNC,F-C,C
10628,JaMychal Green,Anthony Davis,CNC,F-C,F-C
10629,Anthony Davis,Marc Gasol,CNC,F-C,C
10630,Tony Allen,Langston Galloway,CNC,G-F,G
10631,JaMychal Green,Solomon Hill,CNC,F-C,F
10632,Tony Allen,Solomon Hill,CNC,G-F,F
10634,Marc Gasol,Anthony Davis,CNC,C,F-C
10635,JaMychal Green,Anthony Davis,CNC,F-C,F-C
10636,Anthony Davis,Marc Gasol,INC,F-C,C
10637,Andrew Harrison,Tim Frazier,CNC,G,G
10638,JaMychal Green,Langston Galloway,CNC,F-C,G
10639,Troy Williams,Dario Saric,CC,F,F-C
10641,Richaun Holmes,Marc Gasol,CC,F,C
10642,Marc Gasol,T.J. McConnell,CNC,C,G
10643,Zach Randolph,Ersan Ilyasova,CNC,F,F
10644,T.J. McConnell,Tony Allen,CNC,G,G-F
10645,Richaun Holmes,Andrew Harrison,CNC,F,G
10646,Andrew Harrison,Ersan Ilyasova,CNC,G,F
10647,Richaun Holmes,Marc Gasol,CC,F,C
10648,Ersan Ilyasova,Andrew Harrison,CNC,F,G
10649,Nik Stauskas,Tony Allen,CC,G,G-F
10652,Andrew Harrison,Dario Saric,CNC,G,F-C
10653,Ersan Ilyasova,Zach Randolph,CC,F,F
10654,Marc Gasol,Ersan Ilyasova,CNC,C,F
10655,Ersan Ilyasova,JaMychal Green,CC,F,F-C
10656,Tyson Chandler,Gordon Hayward,CNC,C,F
10657,Rudy Gobert,Brandon Knight,CNC,C,G
10659,Tyson Chandler,Gordon Hayward,CNC,C,F
10660,Rudy Gobert,Tyson Chandler,CNC,C,C
10662,Tyson Chandler,Shelvin Mack,CNC,C,G
10664,Tyson Chandler,Rudy Gobert,CC,C,C
10667,Dragan Bender,Rudy Gobert,CNC,F,C
10668,Shelvin Mack,Brandon Knight,CNC,G,G
10669,Jared Dudley,Gordon Hayward,CC,F,F
10670,Toney Douglas,Damian Lillard,CNC,G,G
10671,Damian Lillard,Tony Allen,CNC,G,G-F
10673,Troy Daniels,Damian Lillard,CC,G,G
10674,Mason Plumlee,Marc Gasol,INC,F-C,C
10675,Marc Gasol,Damian Lillard,CNC,C,G
10677,Marc Gasol,Evan Turner,CC,C,G-F
10678,Marc Gasol,Ed Davis,CNC,C,C-F
10679,Marc Gasol,Allen Crabbe,CNC,C,G-F
10680,Damian Lillard,Toney Douglas,CC,G,G
10681,JaMychal Green,Mason Plumlee,CC,F-C,F-C
10682,Damian Lillard,Toney Douglas,CC,G,G
10684,John Wall,Jameer Nelson,CNC,G,G
10686,Nikola Jokic,Kelly Oubre,CNC,C,F-G
10687,Jameer Nelson,Bradley Beal,CC,G,G
10688,Wilson Chandler,Kelly Oubre,CNC,F,F-G
10689,Otto Porter Jr.,Nikola Jokic,CNC,F,C
10692,Nikola Jokic,Bradley Beal,INC,C,G
10693,John Wall,Jameer Nelson,CC,G,G
10694,Marcin Gortat,Nikola Jokic,CNC,C,C
10695,Nikola Jokic,John Wall,INC,C,G
10696,Nikola Jokic,John Wall,CC,C,G
10699,Thabo Sefolosha,John Henson,CNC,F-G,F-C
10700,Paul Millsap,Tony Snell,CNC,F,G
10701,Jabari Parker,Thabo Sefolosha,CNC,F,F-G
10702,Matthew Dellavedova,Thabo Sefolosha,CNC,G,F-G
10703,Thabo Sefolosha,Giannis Antetokounmpo,CNC,F-G,F
10704,Matthew Dellavedova,Dennis Schroder,CNC,G,G
10705,John Henson,Thabo Sefolosha,CNC,F-C,F-G
10706,Paul Millsap,Matthew Dellavedova,CNC,F,G
10707,Matthew Dellavedova,Dennis Schroder,CC,G,G
10708,Thabo Sefolosha,Giannis Antetokounmpo,CNC,F-G,F
10709,Matthew Dellavedova,Dennis Schroder,CNC,G,G
10710,Greg Monroe,Kyle Korver,INC,C,G-F
10711,Jabari Parker,Dennis Schroder,CC,F,G
10712,Thabo Sefolosha,Giannis Antetokounmpo,CNC,F-G,F
10714,Patrick Beverley,Russell Westbrook,CNC,G,G
10716,James Harden,Russell Westbrook,CC,G,G
10717,Ryan Anderson,Russell Westbrook,INC,F,G
10718,Andre Roberson,James Harden,INC,G-F,G
10719,Russell Westbrook,Ryan Anderson,CNC,G,F
10720,Patrick Beverley,Russell Westbrook,CC,G,G
10722,Andre Roberson,James Harden,CNC,G-F,G
10725,Patrick Beverley,Russell Westbrook,CNC,G,G
10727,Steven Adams,Patrick Beverley,CNC,C,G
10728,Patrick Beverley,Russell Westbrook,CNC,G,G
10729,Andre Roberson,Trevor Ariza,CC,G-F,F
10730,James Harden,Anthony Morrow,CNC,G,G
10731,Carmelo Anthony,Rudy Gay,CNC,F,F-G
10733,Carmelo Anthony,Rudy Gay,CNC,F,F-G
10734,DeMarcus Cousins,Joakim Noah,INC,C,F-C
10735,Omri Casspi,Kristaps Porzingis,CNC,F,F-C
10736,Kristaps Porzingis,Rudy Gay,CNC,F-C,F-G
10737,Carmelo Anthony,Rudy Gay,CNC,F,F-G
10738,DeMarcus Cousins,Carmelo Anthony,CNC,C,F
10739,Rudy Gay,Brandon Jennings,INC,F-G,G
10740,Joakim Noah,DeMarcus Cousins,CNC,F-C,C
10741,Darren Collison,Brandon Jennings,CC,G,G
10742,Joakim Noah,DeMarcus Cousins,CNC,F-C,C
10743,Omri Casspi,Carmelo Anthony,CC,F,F
10745,DeMarcus Cousins,Joakim Noah,CNC,C,F-C
10746,Courtney Lee,Rudy Gay,CNC,G,F-G
10748,Rudy Gay,Carmelo Anthony,CC,F-G,F
10749,Carmelo Anthony,DeMarcus Cousins,CNC,F,C
10750,Robin Lopez,Josh Richardson,CNC,C,G
10752,Taj Gibson,Tyler Johnson,CC,F,G
10755,Tyler Johnson,Dwyane Wade,CNC,G,G
10756,Tyler Johnson,Jimmy Butler,CC,G,F
10757,Dwyane Wade,Goran Dragic,CC,G,G
10758,Josh McRoberts,Jimmy Butler,CC,F,F
10759,Joe Young,Mason Plumlee,CNC,G,F-C
10760,Mason Plumlee,Myles Turner,CNC,F-C,C-F
10761,Mason Plumlee,Jeff Teague,CNC,F-C,G
10762,Myles Turner,Damian Lillard,CNC,C-F,G
10763,Paul George,Mason Plumlee,CNC,F,F-C
10764,Damian Lillard,Paul George,CNC,G,F
10766,Mason Plumlee,Paul George,CC,F-C,F
10767,Thaddeus Young,Maurice Harkless,CNC,F,F-G
10769,Jeff Teague,Damian Lillard,CNC,G,G
10770,CJ McCollum,Rodney Stuckey,CC,G,G
10771,Jeff Teague,Damian Lillard,CNC,G,G
10772,CJ McCollum,Rodney Stuckey,CNC,G,G
10773,Bismack Biyombo,Danilo Gallinari,CNC,C,F
10774,Will Barton,Evan Fournier,CNC,G,G-F
10775,Jameer Nelson,Evan Fournier,CNC,G,G-F
10776,Jeff Green,Will Barton,CC,F,G
10777,Will Barton,Evan Fournier,CNC,G,G-F
10778,Bismack Biyombo,Will Barton,CNC,C,G
10779,Kenneth Faried,Jodie Meeks,CNC,F-C,G
10781,Will Barton,Serge Ibaka,CC,G,F
10782,Darrell Arthur,Jeff Green,CNC,F,F
10783,D.J. Augustin,Will Barton,CC,G,G
10784,Serge Ibaka,Will Barton,CNC,F,G
10786,Serge Ibaka,Will Barton,CC,F,G
10787,Will Barton,Evan Fournier,CNC,G,G-F
10788,Marcin Gortat,Tony Snell,CNC,C,G
10790,John Henson,Bradley Beal,CNC,F-C,G
10791,Kelly Oubre,Giannis Antetokounmpo,CNC,F-G,F
10792,John Wall,Giannis Antetokounmpo,INC,G,F
10793,Giannis Antetokounmpo,John Wall,CNC,F,G
10794,John Henson,John Wall,CNC,F-C,G
10796,Giannis Antetokounmpo,Marcin Gortat,INC,F,C
10797,Marcin Gortat,John Henson,CNC,C,F-C
10798,Jabari Parker,Kelly Oubre,CC,F,F-G
10799,Giannis Antetokounmpo,John Wall,CC,F,G
10800,John Wall,Giannis Antetokounmpo,CNC,G,F
10801,Jabari Parker,John Wall,CC,F,G
10802,Malcolm Brogdon,Bradley Beal,CC,G,G
10803,Bradley Beal,Matthew Dellavedova,CNC,G,G
10804,Anthony Morrow,Terry Rozier,CNC,G,G
10805,Kelly Olynyk,Russell Westbrook,CNC,F-C,G
10806,Semaj Christon,Avery Bradley,CNC,G,G
10807,Semaj Christon,Marcus Smart,CNC,G,G
10809,Al Horford,Anthony Morrow,CNC,C-F,G
10810,Steven Adams,Al Horford,CNC,C,C-F
10811,Steven Adams,Avery Bradley,CNC,C,G
10812,Steven Adams,Al Horford,CNC,C,C-F
10814,Avery Bradley,Russell Westbrook,CC,G,G
10815,Andre Roberson,Marcus Smart,CNC,G-F,G
10816,Terry Rozier,Russell Westbrook,CC,G,G
10817,PJ Tucker,Anthony Davis,CNC,F,F-C
10818,Devin Booker,Tim Frazier,CC,G,G
10819,Tyson Chandler,Tim Frazier,CNC,C,G
10820,Anthony Davis,Leandro Barbosa,CNC,F-C,G
10821,PJ Tucker,Jrue Holiday,CC,F,G
10822,E'Twaun Moore,Eric Bledsoe,CNC,G,G
10823,Tim Frazier,Eric Bledsoe,CNC,G,G
10824,Anthony Davis,Tyson Chandler,CNC,F-C,C
10825,Jrue Holiday,Devin Booker,CC,G,G
10826,Tim Frazier,Eric Bledsoe,CNC,G,G
10827,Langston Galloway,PJ Tucker,CNC,G,F
10830,E'Twaun Moore,Eric Bledsoe,INC,G,G
10831,Leandro Barbosa,Jrue Holiday,INC,G,G
10832,PJ Tucker,Jrue Holiday,CC,F,G
10834,Anthony Davis,Tyson Chandler,CNC,F-C,C
10835,Eric Bledsoe,Jrue Holiday,CC,G,G
10836,Anthony Davis,Eric Bledsoe,CNC,F-C,G
10837,Eric Bledsoe,Jrue Holiday,CC,G,G
10838,Anthony Davis,Devin Booker,CNC,F-C,G
10839,Tyson Chandler,Tim Frazier,CC,C,G
10841,Eric Gordon,Sean Kilpatrick,INC,G,G
10843,Brook Lopez,James Harden,CNC,C,G
10844,James Harden,Sean Kilpatrick,CNC,G,G
10845,Brook Lopez,James Harden,CNC,C,G
10847,James Harden,Sean Kilpatrick,CNC,G,G
10848,Brook Lopez,James Harden,CNC,C,G
10849,Trevor Ariza,Joe Harris,CNC,F,G-F
10850,James Harden,Sean Kilpatrick,CNC,G,G
10852,Trevor Ariza,Joe Harris,CNC,F,G-F
10853,Sean Kilpatrick,Eric Gordon,CC,G,G
10857,Patrick Beverley,Jeremy Lin,INC,G,G
10858,Brook Lopez,Eric Gordon,CC,C,G
10860,DeAndre Jordan,CJ McCollum,CNC,C,G
10861,Blake Griffin,Evan Turner,CNC,F,G-F
10862,Blake Griffin,Damian Lillard,INC,F,G
10863,Mason Plumlee,Chris Paul,CNC,F-C,G
10864,Raymond Felton,Damian Lillard,CNC,G,G
10865,Damian Lillard,Chris Paul,CC,G,G
10866,Blake Griffin,Evan Turner,CNC,F,G-F
10867,Jamal Crawford,Damian Lillard,INC,G,G
10868,DeAndre Jordan,Evan Turner,CC,C,G-F
10869,DeAndre Jordan,Damian Lillard,CC,C,G
10870,CJ McCollum,JJ Redick,INC,G,G
10871,Shabazz Napier,Blake Griffin,INC,G,F
10872,Raymond Felton,CJ McCollum,CC,G,G
10873,CJ McCollum,JJ Redick,CC,G,G
10874,CJ McCollum,JJ Redick,CC,G,G
10875,Maurice Harkless,Blake Griffin,CNC,F-G,F
10878,Bradley Beal,Goran Dragic,INC,G,G
10879,Marcin Gortat,Tyler Johnson,CNC,C,G
10880,Tyler Johnson,John Wall,CNC,G,G
10881,Markieff Morris,Goran Dragic,CNC,F,G
10882,Marcin Gortat,Josh Richardson,CC,C,G
10883,Markieff Morris,James Johnson,CC,F,F
10884,Bradley Beal,Hassan Whiteside,CC,G,C
10887,Karl-Anthony Towns,Doug McDermott,CNC,C-F,F
10890,Robin Lopez,Andrew Wiggins,CNC,C,F
10891,Gorgui Dieng,Robin Lopez,INC,C,C
10892,Karl-Anthony Towns,Dwyane Wade,CNC,C-F,G
10893,Zach LaVine,Dwyane Wade,CNC,G-F,G
10894,Dwyane Wade,Karl-Anthony Towns,CNC,G,C-F
10895,Jimmy Butler,Zach LaVine,CC,F,G-F
10899,Anthony Davis,Stephen Curry,CNC,F-C,G
10900,Klay Thompson,Jrue Holiday,CNC,G,G
10901,Stephen Curry,Jrue Holiday,CNC,G,G
10902,Andre Iguodala,Jrue Holiday,CNC,G-F,G
10903,Andre Iguodala,Anthony Davis,CC,G-F,F-C
10904,Draymond Green,Anthony Davis,CNC,F,F-C
10905,Draymond Green,Langston Galloway,CNC,F,G
10906,Jrue Holiday,Kevin Durant,CNC,G,F
10908,Klay Thompson,Anthony Davis,CNC,G,F-C
10909,Kevin Durant,Anthony Davis,CNC,F,F-C
10910,Klay Thompson,Jrue Holiday,CC,G,G
10912,Draymond Green,Anthony Davis,INC,F,F-C
10913,Langston Galloway,Draymond Green,CC,G,F
10915,Langston Galloway,Draymond Green,CC,G,F
10916,Tyson Chandler,Ron Baker,CNC,C,G
10917,Kristaps Porzingis,Eric Bledsoe,CNC,F-C,G
10918,Kristaps Porzingis,Tyson Chandler,INC,F-C,C
10919,Kristaps Porzingis,Tyson Chandler,CC,F-C,C
10920,Kristaps Porzingis,PJ Tucker,CNC,F-C,F
10922,Tyson Chandler,Brandon Jennings,CNC,C,G
10923,Brandon Jennings,Eric Bledsoe,CNC,G,G
10924,Kristaps Porzingis,PJ Tucker,CNC,F-C,F
10925,Devin Booker,Justin Holiday,CNC,G,F-G
10926,Marquese Chriss,Brandon Jennings,CNC,F,G
10927,Kristaps Porzingis,Eric Bledsoe,CC,F-C,G
10928,Tyson Chandler,Kyle O'Quinn,INC,C,C-F
10929,Tyson Chandler,Brandon Jennings,CNC,C,G
10930,PJ Tucker,Justin Holiday,CNC,F,F-G
10932,Tyson Chandler,Courtney Lee,CNC,C,G
10935,Leandro Barbosa,Kyle O'Quinn,CNC,G,C-F
10938,Justin Holiday,Devin Booker,CC,F-G,G
10939,Kyle O'Quinn,Leandro Barbosa,CNC,C-F,G
10940,PJ Tucker,Kyle O'Quinn,CC,F,C-F
10941,Tyson Chandler,Kyle O'Quinn,CC,C,C-F
10942,Tyson Chandler,Kyle O'Quinn,INC,C,C-F
10943,Tyson Chandler,Carmelo Anthony,INC,C,F
10944,Lance Thomas,Marquese Chriss,CNC,F,F
10945,Justin Holiday,PJ Tucker,CC,F-G,F
10946,Aaron Brooks,Tyler Johnson,CNC,G,G
10947,Myles Turner,Goran Dragic,CNC,C-F,G
10948,Paul George,Tyler Johnson,CNC,F,G
10949,Jeff Teague,Tyler Johnson,CNC,G,G
10950,Myles Turner,Tyler Johnson,CNC,C-F,G
10951,Goran Dragic,Thaddeus Young,CNC,G,F
10954,Josh Richardson,Paul George,CNC,G,F
10955,Josh Richardson,Paul George,CNC,G,F
10956,Aaron Brooks,Hassan Whiteside,CC,G,C
10958,Myles Turner,Hassan Whiteside,CC,C-F,C
10959,Josh Richardson,Paul George,CNC,G,F
10961,Marcin Gortat,Cody Zeller,CC,C,F-C
10962,Cody Zeller,John Wall,CNC,F-C,G
10963,Cody Zeller,Kelly Oubre,CNC,F-C,F-G
10964,Nicolas Batum,Kelly Oubre,CNC,G-F,F-G
10965,Cody Zeller,Bradley Beal,CNC,F-C,G
10966,John Wall,Michael Kidd-Gilchrist,INC,G,F
10967,Otto Porter Jr.,Kemba Walker,CNC,F,G
10968,Cody Zeller,John Wall,CNC,F-C,G
10969,Cody Zeller,John Wall,CNC,F-C,G
10970,Cody Zeller,Otto Porter Jr.,CNC,F-C,F
10971,Nicolas Batum,Bradley Beal,CC,G-F,G
10972,Cody Zeller,Bradley Beal,CNC,F-C,G
10973,Marco Belinelli,John Wall,CNC,G,G
10974,Kemba Walker,John Wall,CC,G,G
10975,Cody Zeller,John Wall,CNC,F-C,G
10976,Cody Zeller,Marcus Thornton,CNC,F-C,F-G
10977,Otto Porter Jr.,Kemba Walker,CNC,F,G
10979,Anthony Davis,Thaddeus Young,CNC,F-C,F
10980,Thaddeus Young,Anthony Davis,INC,F,F-C
10981,Glenn Robinson,Terrence Jones,CNC,F,F
10983,Myles Turner,Anthony Davis,CC,C-F,F-C
10985,E'Twaun Moore,CJ Miles,CNC,G,F-G
10986,CJ Miles,Solomon Hill,CNC,F-G,F
10987,Jeff Teague,Jrue Holiday,CNC,G,G
10988,Paul George,Terrence Jones,CC,F,F
10989,Jeff Teague,E'Twaun Moore,CC,G,G
10990,E'Twaun Moore,CJ Miles,CNC,G,F-G
10994,Troy Daniels,Garrett Temple,INC,G,G-F
10995,DeMarcus Cousins,Marc Gasol,CNC,C,C
10996,Darren Collison,Mike Conley,INC,G,G
10999,Zach Randolph,Anthony Tolliver,CC,F,F
11000,DeMarcus Cousins,Marc Gasol,CC,C,C
11001,Darren Collison,Tony Allen,CNC,G,G-F
11002,Mike Conley,Kosta Koufos,INC,G,C
11004,Marc Gasol,Kosta Koufos,CNC,C,C
11006,Mike Conley,Darren Collison,INC,G,G
11007,Zach Randolph,Darren Collison,CNC,F,G
11008,Darren Collison,Mike Conley,CNC,G,G
11009,Marc Gasol,Ty Lawson,CC,C,G
11010,D.J. Augustin,Jeremy Lin,CNC,G,G
11012,Sean Kilpatrick,Evan Fournier,CNC,G,G-F
11014,Serge Ibaka,Trevor Booker,CNC,F,F
11015,Jeremy Lin,Nikola Vucevic,CNC,G,C
11016,Nikola Vucevic,Jeremy Lin,CNC,C,G
11017,Sean Kilpatrick,Evan Fournier,CC,G,G-F
11018,Nikola Vucevic,Jeremy Lin,CC,C,G
11020,Brook Lopez,D.J. Augustin,CC,C,G
11021,Bojan Bogdanovic,Evan Fournier,CC,F,G-F
11022,Jeremy Lin,D.J. Augustin,CNC,G,G
11023,Luis Scola,Serge Ibaka,CC,F,F
11026,Salah Mejri,Rudy Gobert,CC,C,C
11027,Rudy Gobert,Seth Curry,CNC,C,G
11028,Salah Mejri,Rudy Gobert,CNC,C,C
11030,Gordon Hayward,Deron Williams,CNC,F,G
11032,Salah Mejri,Rudy Gobert,INC,C,C
11033,Harrison Barnes,Joe Johnson,CNC,F,G-F
11036,Rudy Gobert,Wesley Matthews,CNC,C,G
11037,Gordon Hayward,Harrison Barnes,CNC,F,F
11039,Dennis Schroder,Kemba Walker,CC,G,G
11040,Cody Zeller,Dennis Schroder,CNC,F-C,G
11041,Dwight Howard,Kemba Walker,CNC,C-F,G
11042,Thabo Sefolosha,Cody Zeller,CNC,F-G,F-C
11043,Cody Zeller,Dennis Schroder,CNC,F-C,G
11044,Dennis Schroder,Kemba Walker,CNC,G,G
11045,Cody Zeller,Paul Millsap,INC,F-C,F
11046,Kent Bazemore,Kemba Walker,CC,G-F,G
11047,Dennis Schroder,Nicolas Batum,CC,G,G-F
11048,Dennis Schroder,Kemba Walker,CC,G,G
11049,Ryan Anderson,Zach LaVine,CNC,F,G-F
11050,Karl-Anthony Towns,Patrick Beverley,CC,C-F,G
11051,Nemanja Bjelica,Trevor Ariza,CNC,F,F
11053,Ryan Anderson,Karl-Anthony Towns,CNC,F,C-F
11054,Montrezl Harrell,Karl-Anthony Towns,CC,F-C,C-F
11055,James Harden,Zach LaVine,CNC,G,G-F
11056,James Harden,Andrew Wiggins,CNC,G,F
11057,Patrick Beverley,Zach LaVine,CNC,G,G-F
11058,Karl-Anthony Towns,Trevor Ariza,CNC,C-F,F
11059,James Harden,Karl-Anthony Towns,CC,G,C-F
11060,Ryan Anderson,Andrew Wiggins,CNC,F,F
11061,Ryan Anderson,Andrew Wiggins,CNC,F,F
11062,Karl-Anthony Towns,Ryan Anderson,CNC,C-F,F
11063,Andrew Wiggins,James Harden,CNC,F,G
11064,Patrick Beverley,Ricky Rubio,CNC,G,G
11067,James Harden,Andrew Wiggins,CNC,G,F
11069,Andrew Wiggins,Trevor Ariza,CC,F,F
11070,Karl-Anthony Towns,James Harden,CC,C-F,G
11071,Andrew Wiggins,Ryan Anderson,CC,F,F
11072,Ricky Rubio,James Harden,CNC,G,G
11073,Nemanja Bjelica,Patrick Beverley,CC,F,G
11074,Ricky Rubio,James Harden,CC,G,G
11075,James Harden,Zach LaVine,CNC,G,G-F
11077,Jae Crowder,Tyler Johnson,CC,F,G
11078,Al Horford,Tyler Johnson,CNC,C-F,G
11079,Tyler Johnson,Al Horford,CC,G,C-F
11080,Hassan Whiteside,Terry Rozier,CNC,C,G
11081,Marcus Smart,Josh Richardson,CNC,G,G
11082,Marcus Smart,Justise Winslow,CNC,G,F-G
11083,Justise Winslow,Al Horford,CNC,F-G,C-F
11084,Marcus Smart,Justise Winslow,CC,G,F-G
11087,Justise Winslow,Marcus Smart,CC,F-G,G
11088,Al Horford,Josh Richardson,CNC,C-F,G
11089,Justise Winslow,Terry Rozier,CC,F-G,G
11090,James Johnson,Avery Bradley,CNC,F,G
11092,Al Horford,Goran Dragic,CNC,C-F,G
11093,Robert Covington,Trevor Booker,CNC,F,F
11094,Jeremy Lin,T.J. McConnell,CNC,G,G
11095,Trevor Booker,Gerald Henderson,CNC,F,G
11096,Trevor Booker,T.J. McConnell,INC,F,G
11098,Brook Lopez,Joel Embiid,CC,C,C-F
11099,Jeremy Lin,Ersan Ilyasova,INC,G,F
11101,Gerald Henderson,Brook Lopez,CNC,G,C
11103,Brook Lopez,Joel Embiid,CNC,C,C-F
11104,Ersan Ilyasova,Jeremy Lin,CNC,F,G
11105,Joel Embiid,Jeremy Lin,CNC,C-F,G
11107,Sean Kilpatrick,Joel Embiid,CC,G,C-F
11108,Ersan Ilyasova,Jeremy Lin,CNC,F,G
11109,Trevor Booker,Robert Covington,CC,F,F
11111,Joe Harris,Ersan Ilyasova,CC,G-F,F
11112,Joe Harris,Joel Embiid,CNC,G-F,C-F
11113,Markieff Morris,DeAndre Jordan,CC,F,C
11114,Markieff Morris,Luc Mbah a Moute,CNC,F,F
11115,Markieff Morris,JJ Redick,INC,F,G
11116,Marcin Gortat,DeAndre Jordan,INC,C,C
11117,Marcin Gortat,DeAndre Jordan,CC,C,C
11120,Chris Paul,John Wall,CNC,G,G
11121,Chris Paul,John Wall,CC,G,G
11122,DeAndre Jordan,Bradley Beal,CNC,C,G
11125,Austin Rivers,Bradley Beal,CNC,G,G
11126,Austin Rivers,Bradley Beal,CC,G,G
11127,Bradley Beal,Chris Paul,CNC,G,G
11128,Dennis Schroder,Andre Roberson,CNC,G,G-F
11129,Steven Adams,Thabo Sefolosha,CNC,C,F-G
11130,Steven Adams,Paul Millsap,CNC,C,F
11131,Paul Millsap,Steven Adams,CNC,F,C
11132,Kyle Korver,Russell Westbrook,CNC,G-F,G
11133,Kyle Korver,Russell Westbrook,CNC,G-F,G
11134,Thabo Sefolosha,Russell Westbrook,INC,F-G,G
11135,Kyle Korver,Russell Westbrook,CNC,G-F,G
11136,Kent Bazemore,Russell Westbrook,INC,G-F,G
11137,Anthony Morrow,Dennis Schroder,CNC,G,G
11140,Nick Young,Marco Belinelli,INC,G-F,G
11142,Julius Randle,Kemba Walker,CNC,F-C,G
11143,Kemba Walker,Jordan Clarkson,INC,G,G
11144,Luol Deng,Cody Zeller,CNC,F,F-C
11145,Nicolas Batum,Nick Young,CNC,G-F,G-F
11146,Julius Randle,Michael Kidd-Gilchrist,CNC,F-C,F
11147,Julius Randle,Kemba Walker,CC,F-C,G
11148,Jordan Clarkson,Nicolas Batum,CC,G,G-F
11149,Kemba Walker,D'Angelo Russell,CC,G,G
11150,Patty Mills,Trevor Ariza,CNC,G,F
11151,Trevor Ariza,Patty Mills,CNC,F,G
11154,Trevor Ariza,Kawhi Leonard,CC,F,F
11155,Trevor Ariza,Manu Ginobili,CC,F,G
11156,Danny Green,Trevor Ariza,CNC,G,F
11157,James Harden,Kawhi Leonard,INC,G,F
11158,James Harden,Danny Green,CNC,G,G
11162,Patrick Beverley,Manu Ginobili,CC,G,G
11164,Jonathon Simmons,James Harden,CNC,F,G
11165,Jonathon Simmons,James Harden,CNC,F,G
11169,Zach Randolph,Kelly Olynyk,CNC,F,F-C
11171,Al Horford,Mike Conley,CNC,C-F,G
11172,Avery Bradley,Tony Allen,CNC,G,G-F
11173,Tony Allen,Isaiah Thomas,CNC,G-F,G
11174,Andrew Harrison,Isaiah Thomas,CC,G,G
11175,Jae Crowder,Tony Allen,CNC,F,G-F
11179,Isaiah Thomas,Jarell Martin,CC,G,F
11180,Jarell Martin,Isaiah Thomas,CNC,F,G
11182,Troy Daniels,Isaiah Thomas,CC,G,G
11183,Mike Conley,Isaiah Thomas,CNC,G,G
11185,Avery Bradley,Mike Conley,CNC,G,G
11187,Jarell Martin,Amir Johnson,CC,F,C-F
11189,Amir Johnson,Mike Conley,CC,C-F,G
11190,Jarell Martin,Isaiah Thomas,CC,F,G
11192,D.J. Augustin,Hassan Whiteside,CNC,G,C
11194,Hassan Whiteside,Jeff Green,CC,C,F
11195,Evan Fournier,Hassan Whiteside,CNC,G-F,C
11197,Serge Ibaka,Goran Dragic,CNC,F,G
11198,Tyler Johnson,Evan Fournier,CNC,G,G-F
11200,Evan Fournier,Tyler Johnson,CNC,G-F,G
11201,Serge Ibaka,Justise Winslow,CNC,F,F-G
11202,Justise Winslow,Jeff Green,CNC,F-G,F
11203,Josh Richardson,Jeff Green,INC,G,F
11204,Serge Ibaka,Justise Winslow,CC,F,F-G
11205,Aaron Gordon,Josh Richardson,CC,F,G
11206,Evan Fournier,Josh Richardson,INC,G-F,G
